rxn00798,R01081,D-ribose aldose-ketose-isomerase
rxn00803,R01087,Maleate cis-trans-isomerase
rxn00808,R01092,ATP:D-galactose 1-phosphotransferase
rxn00814,R01098,D-Galactose:oxygen 6-oxidoreductase
rxn00816,R01100,Lactose galactohydrolase
rxn00829,R01121,ATP:(R)-5-diphosphomevalonate carboxy-lyase (adding ATP; isopentenyl-diphosphate-forming)
rxn00835,R01131,ATP:inosine 5'-phosphotransferase
rxn00849,R01148,D-Alanine:2-oxoglutarate aminotransferase
rxn00852,R01151,Putrescine:oxygen oxidoreductase (deaminating)
rxn00853,R01152,N-Carbamoylputrescine amidohydrolase
rxn00856,R01155,putrescine:2-oxoglutarate aminotransferase
rxn00877,R01181,2-Methylpropanoyl-CoA CoA-carbonylmutase
rxn00880,R01184,myo-Inositol:oxygen oxidoreductase
rxn00899,R01210,3-methyl-2-oxobutanoate:NAD+ oxidoreductase (CoA-mehtylpropanoylating)
rxn00904,R01215,L-Valine:pyruvate aminotransferase
rxn00905,R01216,2-dehydropantoate formaldehyde-lyase (3-methyl-2-oxobutanoate-forming)
rxn00910,R01224,5-methyltetrahydrofolate:NADP+ oxidoreductase
rxn00915,R01229,GMP:diphosphate 5-phospho-alpha-D-ribosyltransferase
rxn00917,R01231,Xanthosine-5'-phosphate:L-glutamine amido-ligase (AMP-forming)
rxn00919,R01233,GDPglucose sugarphosphohydrolase
rxn00921,R01238,4-hydroxybenzoate carboxy-lyase (phenol-forming)
rxn00933,R01255,proline racemase
rxn00941,R01271,nicotinamide-D-ribonucleotide:diphosphate phospho-alpha-D-ribosyltransferase
rxn00943,R01274,Palmitoyl-CoA hydrolase
rxn00949,R01283,L-homocysteine hydrogen-sulfide-lyase (deaminating; 2-oxobutanoate-forming)
rxn00960,R01296,4-hydroxybenzoate,NADH:oxygen oxidoreductase (3-hydroxylating)
rxn00962,R01298,4-hydroxybenzoate,NADPH:oxygen oxidoreductase (3-hydroxylating)
rxn00979,R01333,glycolaldehyde:NAD+ oxidoreductase
rxn00989,R01358,Acetoacetyl-CoA hydrolase
rxn00990,R01359,Acetoacetyl-CoA:acetate CoA-transferase
rxn00993,R01364,4-fumarylacetoacetate fumarylhydrolase
rxn01007,R01384,UDP-D-glucuronate carboxy-lyase (UDP-D-xylose-forming)
rxn01008,R01385,UDP-glucuronate 4-epimerase
rxn01011,R01388,D-Glycerate:NAD+ 2-oxidoreductase
rxn01012,R01390,R01390
rxn01013,R01392,D-Glycerate:NADP+ 2-oxidoreductase
rxn01014,R01393,hydroxypyruvate carboxy-lyase (glycolaldehyde-forming)
rxn01025,R01411,5-Methylcytosine aminohydrolase
rxn01027,R01414,5,6-Dihydrothymine:NAD+ oxidoreductase
rxn01028,R01415,5,6-Dihydrothymine:NADP+ oxidoreductase
rxn01043,R01431,xylitol:NADP+ oxidoreductase
rxn01044,R01432,D-xylose aldose-ketose-isomerase
rxn01072,R01469,Ethanolamine:oxygen oxidoreductase (deaminating)
rxn01075,R01473,UDP-L-arabinose 4-epimerase
rxn01080,R01482,D-glucuronate aldose-ketose-isomerase
rxn01091,R03617,D-galactosyl-N-acylsphingosine galactohydrolase
rxn01114,R01526,ATP:D-ribulose 5-phosphotransferase
rxn01115,R01528,6-phospho-D-gluconate:NADP+ 2-oxidoreductase (decarboxylating)
rxn01117,R01530,D-arabinose-5-phosphate aldose-ketose-isomerase
rxn01126,R01544,2-amino-2-deoxy-D-gluconate ammonia-lyase
rxn01129,R01549,dATP:uridine 5'-phosphotransferase
rxn01141,R01564,N,N-Dimethylglycine:oxygen oxidoreductase (demethylating)
rxn01174,R01608,3-hydroxypropanoate:NAD+ oxidoreductase
rxn01186,R01620,Acetyl-phosphate:L-lysine N6-acetyltransferase
rxn01187,R01621,D-Xylulose 5-phosphate D-glyceraldehyde-3-phosphate-lyase (adding phosphate; acetyl-phosphate-forming)
rxn01189,R01628,3-hydroxybenzoate,NADPH:oxygen oxidoreductase (4-hydroxylating)
rxn01193,R01632,Protocatechuate:oxygen 4,5-oxidoreductase (decyclizing)
rxn01211,R01655,5,10-Methenyltetrahydrofolate 5-hydrolase (decyclizing)
rxn01213,reac_398,GPPSYN-RXN
rxn01216,R01662,3-phospho-D-glycerate 1,2-phosphomutase
rxn01225,R01676,Guanine aminohydrolase
rxn01253,R01712,Pyridoxamine:pyruvate aminotransferase
rxn01258,R01717,chorismate hydroxymutase
rxn01261,R01720,nicotinate:NADP+ 6-oxidoreductase (hydroxylating)
rxn01265,R01724,Nicotinate D-ribonucleotide:diphosphate phosphoribosyltransferase
rxn01270,R01731,L-arogenate:2-oxoglutarate aminotransferase
rxn01275,R01737,ATP:D-Gluconate 6-phosphotransferase
rxn01281,R01747,(R)-Glycerate:NADP+ oxidoreductase
rxn01283,R01749,D-Glycerate:NAD+ oxidoreductase (carboxylating)
rxn01285,R01751,(R,R)-tartrate carboxy-lyase (D-glycerate-forming)
rxn01287,R01754,ATP:L-arabinose 1-phosphotransferase
rxn01289,R01757,L-Arabinose:NAD+ 1-oxidoreductase
rxn01290,R01758,L-Arabitol:NAD+ 1-oxidoreductase
rxn01291,R01759,L-Arabitol:NADP+ 1-oxidoreductase
rxn01292,R01761,L-Arabinose aldose-ketose-isomerase
rxn01299,R01770,Inosine ribohydrolase
rxn01304,R01777,Succinyl-CoA:L-homoserine O-succinyltransferase
rxn01358,R01863,inosine:phosphate alpha-D-ribosyltransferase
rxn01363,R01872,L-quinate:NAD+ 3-oxidoreductase
rxn01366,R01876,Uridine:phosphate alpha-D-ribosyltransferase
rxn01388,R01900,isocitrate hydro-lyase (cis-aconitate-forming)
rxn01418,R01933,2-oxoadipate dehydrogenase complex
rxn01419,R01934,(1R,2S)-1-hydroxybutane-1,2,4-tricarboxylate:NAD+ oxidoreductase (decarboxylating)
rxn01439,R01961,ATP:D-glucosamine 6-phosphotransferase
rxn01443,R01965,dATP:D-glucosamine 6-phosphotransferase
rxn01455,R01980,ATP:D-galacturonate 1-phosphotransferase
rxn01465,R01993,(S)-dihydroorotate amidohydrolase
rxn01500,R02081,(R)-Mevalonate:NAD+ oxidoreductase (CoA-acetylating)
rxn01518,R02099,ATP:deoxyuridine 5'-phosphotransferase
rxn01522,R02103,xanthine:NAD+ oxidoreductase
rxn01524,R02107,Xanthine:oxygen oxidoreductase
rxn01547,R02145,Guanosine aminohydrolase
rxn01634,R02279,5-Dehydro-4-deoxy-D-glucarate hydro-lyase (decarboxylating)
rxn01641,R02287,5-Formiminotetrahydrofolate:L-glutamate N-formiminotransferase
rxn01644,R02292,L-Aspartate-4-semialdehyde hydro-lyase (adding pyruvate and cyclizing)
rxn01647,R02295,Nicotinate D-ribonucleoside:orthophosphate ribosyltransferase
rxn01649,R02297,Xanthosine:orthophosphate ribosyltransferase
rxn01679,R02332,dUTP:uridine 5'-phosphotransferase
rxn01748,R02424,Allantoin amidohydrolase
rxn01763,R02439,ATP:L-ribulose 5-phosphotransferase
rxn01775,R02454,D-Mannonate:NAD+ 5-oxidoreductase
rxn01779,R02458,D-Arginine amidinohydrolase
rxn01780,R02461,D-Ornithine 4,5-aminomutase
rxn01799,R02484,deoxyuridine:orthophosphate 2-deoxy-D-ribosyltransferase
rxn01803,R02489,Gentisate carboxy-lyase
rxn01826,R02520,R02520
rxn01829,L-Arabinono-1,5-lactone lactonohydrolase,L-Arabinono-1,5-lactone lactonohydrolase
rxn01833,R02529,aminoacetone:oxygen oxidoreductase(deaminating)
rxn01846,R02544,meso-tartrate:NAD+ oxidoreductase
rxn01847,R02545,meso-tartaric acid:NAD+ oxidoreductase
rxn01848,R02546,(R,R)-Tartrate epimerase
rxn01884,R02589,3-hydroxybenzoate,NADH:oxygen oxidoreductase (6-hydroxylating)
rxn01910,R02636,UDP-D-galacturonate carboxy-lyase
rxn01919,R02656,Gentisate:oxygen 1,2-oxidoreductase (decyclizing)
rxn01920,R02657,R02657
rxn01927,R02665,3-Hydroxyanthranilate:oxygen 3,4-oxidoreductase (decyclizing)
rxn01968,R02729,5-Formiminotetrahydrofolate:glycine N-formiminotransferase
rxn01977,R02739,alpha-D-Glucose 6-phosphate ketol-isomerase
rxn01990,R02754,5-Dehydro-4-deoxy-D-glucarate tartronate-semialdehyde-lyase
rxn02028,R02821,Trimethylaminoacetate:L-homosysteine S-methyltransferase
rxn02173,R03033,D-Galactonate hydro-lyase
rxn02186,R03051,2,3-Dihydroxy-3-methylbutanoate:NADP+ oxidoreductase (isomerizing)
rxn02190,R03055,5,6-Dihydrothymine amidohydrolase
rxn02242,R03127,Dihydroxyfumarate carboxy-lyase
rxn02251,R03140,D-Ribulose 1,5-bisphosphate oxygenase
rxn02269,R03171,(S)-3-methyl-2-oxopentanoate:NAD+ 2-oxidoreductase (CoA-methylbutanoylating)
rxn02270,2-MEBUCOA-FAD-RXN.c,Branched-chain acyl-CoA dehydrogenase
rxn02276,R03181,4-Maleylacetoacetate cis-trans-isomerase
rxn02296,R03209,6-Carboxyhyxanoate:CoA ligase (AMP-forming)
rxn02304,R03222,protoporphyrinogen-IX:oxygen oxidoreductase
rxn02322,R03245,ATP:(R)-5-phosphomevalonate phosphotransferase
rxn02324,R03247,Gallate carboxy-lyase
rxn02346,R03277,R03277
rxn02402,R03348,Nicotinate-nucleotide:pyrophosphate phosphoribosyltransferase (carboxylating)
rxn02405,R03351,CTP:3-deoxy-D-manno-octulosonate cytidylyltransferase
rxn02430,R03388,R03388
rxn02523,R03540,maleamate amidohydrolase
rxn02533,R03550,Gallate:oxygen 4,5-oxidoreductase (decyclizing)
rxn02545,R03566,3-Cresol,NADPH:oxogen oxidoreductase (2-hydroxylating)
rxn02547,4-Cresol,NADPH:oxogen oxidoreductase (2-hydroxylating),4-Cresol,NADPH:oxogen oxidoreductase (2-hydroxylating)
rxn02667,R03759,(R)-1-Aminopropan-2-ol:NAD+ oxidoreductase
rxn02728,R03868,3-Maleylpyruvate cis-trans-isomerase
rxn02760,R03921,Sucrose 6-phosphate fructohydrolase
rxn02820,R04016,R04016
rxn02827,R04026,R04026
rxn02832,R04031,(1R,6R)-6-hydroxy-2-succinylcyclohexa-2,4-diene-1-carboxylate hydrolyase (2-succinylbenzoate-forming)
rxn02835,R04037,1-(5-phospho-D-ribosyl)-AMP 1,6-hydrolase
rxn02887,R04136,3-Hydroxybenzyl-alcohol:NADP+ oxidoreductase
rxn02889,R04138,3-Methylcrotonoyl-CoA:carbon-dioxide ligase (ADP-forming)
rxn02893,R04142,R04142
rxn02895,R04144,5-Phospho-D-ribosylamine:glycine ligase (ADP-forming)
rxn02897,R04148,Nicotinate-nucleotide:dimethylbenzimidazole phospho-D-ribosyltransferase
rxn02915,R04174,6-Acetamido-2-oxohexanoate amidohydrolase
rxn02927,R04189,N2-succinyl-L-arginine iminohydrolase (decarboxylating)
rxn02930,R04200,D-threo-2,4-diaminopentanoate:NAD+ oxidoreductase (deaminating)
rxn02931,R04201,D-threo-2,4-diaminopentanoate:NADP+ oxidoreductase(deaminating)
rxn02992,R04297,1,2,3,5-Tetrahydroxybenzene:1,2,3-trihydroxybenzene hydroxytransferase
rxn03005,R04326,R04326
rxn03054,rxn03054,rxn03054
rxn03089,R04478,2-hydroxy-4-oxobutane-1,2,4-tricarboxylate 2,3-hydro-lyase
rxn03167,R04620,2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl) dihydropteridine triphosphate phosphohydrolase (alkaline optimum)
rxn03248,R04747,Hexanoyl-CoA:acetyl-CoA C-acyltransferase
rxn03329,R04875,R04875
rxn03397,R04990,UDP-L-rhamnose:flavonol-3-O-D-glucoside L-rhamnosyltransferase
rxn03442,R05078,R05078
rxn03461,R05111,R05111
rxn03462,R05112,Gal-beta1->3GalNAc-beta1->4Gal-beta1->4Glc-beta1->1'Cer galactohydrolase
rxn03491,R05149,S-Adenosyl-L-methionine:1-precorrin-6Y C5,15-methyltransferase (C-12-decarboxylating)
rxn03492,R05150,precorrin-6Y:NADP+ oxidoreductase
rxn03511,R05176,ADP-D-glycero-D-manno-heptose 6-epimerase
rxn03513,R05180,S-adenosyl-L-methionine:precorrin-3B C17-methyltransferase
rxn03514,R05181,S-adenosyl-L-methionine:precorrin-4 C11 methyltransferase
rxn03536,R05221,R05221
rxn03619,R05308,dihydrophloroglucinol:NADP+ oxidoreductase
rxn03750,R05450,R05450
rxn03883,R05604,D-arabinitol:NAD 4-oxidoreductase
rxn03885,R05606,D-mannonate hydro-lyase
rxn03907,R05633,CTP: 2-C-Methyl-D-erythritol 4-phosphate cytidylyltransferase
rxn03908,R05634,ATP:4-(Cytidine 5'-diphospho)-2-C-methyl-D-erythritol 2-phosphotransferase
rxn03910,R05637,2-Phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol CMP-lyase (cyclizing)
rxn03918,R05646,ATP:D-glycero-beta-D-manno-heptose 7-phosphate 1-phosphotransferase
rxn03990,R05724,nitric oxide, NAD(P)H2:oxygen oxidoreductase
rxn03991,R05725,nitric oxide, NADPH2:oxygen oxidoreductase
rxn04043,R05805,ADP:D-fructose-6-phosphate 1-phosphotransferase
rxn04082,R05850,L-ribulose-5-phosphate 4-epimerase
rxn04092,R05861,D-alanine:oxygen oxidoreductase (deaminating)
rxn04413,R06558,R06558
rxn04464,R06613,5,10-methylenetetrahydrofolate,NADPH:dUMP C-methyltransferase
rxn04661,R06846,L-quinate:NADP+ 3-oxidoreductase
rxn04675,R06860_c,menaquinone biosynthesis protein-related
rxn04702,R06893,aryl-ester hydrolase
rxn04783,R06974,glycinamide ribonucleotide transformylase
rxn04784,R06975,5-formaminoimidazole-4-carboxamide-1-beta-D-ribofuranosyl 5'-monophosphate synthetase
rxn04794,R06987,propanoyl-CoA:formate C-propanoyltransferase
rxn04942,R07144,D-arabinitol:NADP+ oxidoreductase
rxn04950,R07152,xylitol:oxygen oxidoreductase
rxn04954,R07168,5-methyltetrahydrofolate:NAD+ oxidoreductase
rxn05038,R07279,ATP:1D-myo-inositol 3-phosphotransferase
rxn05039,R07280,R07280
rxn05059,R07307,dCTP aminohydrolase (dUMP-forming)
rxn05061,R07312,4-hydroxyphenylacetate carboxy-lyase
rxn05108,R07396,R07396
rxn05144,R_PYDXS,Pyridoxal 5-phosphate synthase
rxn05161,3.6.3.22-RXN.ce.metaexp.LEU_LEU,nonpolar-amino-acid-transporting ATPase
rxn05162,GALabc,D-galactose transport via ABC system
rxn05163,PTRCabc,putrescine transport via ABC system
rxn05168,3.6.3.22-RXN.ce.metaexp.VAL_VAL,nonpolar-amino-acid-transporting ATPase
rxn05176,TSULabc,thiosulfate transport via ABC system
rxn05179,3.6.3.22-RXN.ce.metaexp.ILE_ILE,nonpolar-amino-acid-transporting ATPase
rxn05183,METDabc,D-methionine transport via ABC system
rxn05199,FUI1_1,Uridine permease
rxn05202,TRANS-RXN-206.ce,TRANS-RXN-206.ce
rxn05211,U206,Transport of citrate, extracellular
rxn05213,CITt14,citrate-Ca2+:H+ symporter
rxn05215,ALAt4r,Alanine-Sodium symporter
rxn05219,3.6.3.22-RXN.ce.metaexp.MET_MET,nonpolar-amino-acid-transporting ATPase
rxn05229,NCAIR synthetase and NCAIR mutase,NCAIR synthetase and NCAIR mutase
rxn05291,KAS8,b-ketoacyl synthetase (palmitate, n-C16:0)
rxn05303,TRANS-RXNBWI-115637.ce.maizeexp.ARG_ARG,TRANS-RXNBWI-115637.ce.maizeexp.ARG_ARG
rxn05313,PIt7,phosphate transport in/out via three Na+ symporter
rxn05316,TRANS-RXNBWI-115572.ce.maizeexp.INOSINE_INOSINE,TRANS-RXNBWI-115572.ce.maizeexp.INOSINE_INOSINE
rxn05361,4-methyl-3-hydroxy-hexanoyl-ACP hydro-lyase,4-methyl-3-hydroxy-hexanoyl-ACP hydro-lyase
rxn05371,8-methyl-decanoyl-ACP:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),8-methyl-decanoyl-ACP:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)
rxn05377,12-methyl-3-hydroxy-tetra-decanoyl-ACP hydro-lyase,12-methyl-3-hydroxy-tetra-decanoyl-ACP hydro-lyase
rxn05381,14-methyl-3-hydroxy-hexa-decanoyl-ACP hydro-lyase,14-methyl-3-hydroxy-hexa-decanoyl-ACP hydro-lyase
rxn05386,5-methyl-3-hydroxy-hexanoyl-ACP hydro-lyase,5-methyl-3-hydroxy-hexanoyl-ACP hydro-lyase
rxn05390,7-methyl-3-hydroxy-octanoyl-ACP hydro-lyase,7-methyl-3-hydroxy-octanoyl-ACP hydro-lyase
rxn05402,13-methyl-3-hydroxy-tetra-decanoyl-ACP hydro-lyase,13-methyl-3-hydroxy-tetra-decanoyl-ACP hydro-lyase
rxn05434,6-methyl-trans-oct-2-enoyl-ACP:NAD+ oxidoreductase (A-specific),6-methyl-trans-oct-2-enoyl-ACP:NAD+ oxidoreductase (A-specific)
rxn05436,10-methyl-trans-dodec-2-enoyl-ACP:NAD+ oxidoreductase (A-specific),10-methyl-trans-dodec-2-enoyl-ACP:NAD+ oxidoreductase (A-specific)
rxn05439,5-methyl-trans-hex-2-enoyl-ACP:NAD+ oxidoreductase (A-specific),5-methyl-trans-hex-2-enoyl-ACP:NAD+ oxidoreductase (A-specific)
rxn05441,9-methyl-trans-dec-2-enoyl-ACP:NAD+ oxidoreductase (A-specific),9-methyl-trans-dec-2-enoyl-ACP:NAD+ oxidoreductase (A-specific)
rxn05442,11-methyl-trans-dodec-2-enoyl-ACP:NAD+ oxidoreductase (A-specific),11-methyl-trans-dodec-2-enoyl-ACP:NAD+ oxidoreductase (A-specific)
rxn05467,CO2t,CO2 transporter via diffusion
rxn05468,TRANS-RXNAVI-26568.ce,TRANS-RXNAVI-26568.ce
rxn05469,PYRt2,pyruvate reversible transport via proton symport
rxn05494,DALAt2r,D-alanine transport via proton symport
rxn05500,ARBt2r,L-arabinose transport via proton symport
rxn05508,TRANS-RXNBWI-115637.ce.maizeexp.ASN_ASN,TRANS-RXNBWI-115637.ce.maizeexp.ASN_ASN
rxn05520,CITt11,citrate transport in via Mn complex
rxn05565,GALCTt2r,D-galactarte transport via proton symport, reversible
rxn05566,GALt2,D-galactose transport in via proton symport
rxn05571,GLCNt2r,D-gluconate transport via proton symport, reversible
rxn05572,GLCRt2r,D-glucarate transport via proton symport, reversible
rxn05573,GLCt2,D-glucose transport in via proton symport
rxn05585,HEXSabc,hexanesulfonate transport via ABC system
rxn05593,ITR1,Myo-inositol transporter 1
rxn05603,MAL_Dt2,D-malate transport in via proton symport
rxn05607,MALTpts,maltose transport via PEP:Pyr PTS
rxn05611,MANt2,D-mannose transport in via proton symport
rxn05618,MNt2,manganese transport in via proton symport
rxn05682,ALLTNt2r,allantoin transport in via proton symport
rxn05694,L-Pyroglutamic Acid transport in via proton symport,L-Pyroglutamic Acid transport in via proton symport
rxn05695,TRANS-RXNAVI-26524.ce.brachyexp.NYSTOSE_NYSTOSE,TRANS-RXNAVI-26524.ce.brachyexp.NYSTOSE_NYSTOSE
rxn05696,D-Glucosaminic Acid transport in via proton symport,D-Glucosaminic Acid transport in via proton symport
rxn05728,Thiosulfate transport in via proton symport,Thiosulfate transport in via proton symport
rxn05743,INSCR,inositol catabolic reactions (lumped)
rxn05744,KAS2,b-ketoacyl synthetase (n-C14:0)
rxn06060,R01875,Thiosulfate:thiol sulfurtransferase
rxn06078,R02026,O-acetyl-L-homoserine acetate-lyase (L-homocysteine forming)
rxn06459,R03704,5,10-Methylenetetrahydrofolate:tRNA-UpsiC (uracil-5-)-methyltransferase
rxn06729,R04567,(R)-3-Hydroxytetradecanoly-[acyl-carrier-protein]:UDP-N-acetyl-glucosamine 3-O-(3-hydroxytetradecanoyl)transferase
rxn06749,R04631,UDPgalactose:N-acetyl-D-galactosaminyl-(N-acetylneuraminyl)-D-galactosyl-D-glucosyl-N-acylsphingosine beta-1,3-D-galactosyltransferase
rxn06865,R05146,R05146
rxn07218,R07253,acyl-CoA:malonyl-CoA C-acyltransferase (decarboxylating, oxoacyl-reducing, thioester-hydrolysing and cyclizing)
rxn07429,R07598,L-lysine:oxygen 6-oxidoreductase (deaminating)
rxn07480,R07665,R07665
rxn07481,R07666,3-hydroxybenzaldehyde:NADP+ oxidoreductase
rxn07482,R07667,3-hydroxybenzaldehyde:NAD+ oxidoreductase
rxn07523,R07709,R07709
rxn07623,R07832,3-hydroxy-5-oxohexanoyl-CoA:acetate CoA-transferase
rxn07624,R07833,R07833
rxn07971,RXN0-3543.c,RXN0-3543.c
rxn08014,RXN-13266.c,myristate-[acyl-carrier-protein] ligase
rxn08020,RXN-13264.c,laurate-[acyl-carrier-protein] ligase
rxn08130,ADOMET-DMK-METHYLTRANSFER-RXN.c,ADOMET-DMK-METHYLTRANSFER-RXN.c
rxn08224,CLPNH180pp,cardiolipin hydrolase (periplasm, n-C18:0)
rxn08348,DKMPPD,2,3-diketo-5-methylthio-1-phosphopentane degradation reaction
rxn08349,DKMPPD3,2,3-diketo-5-methylthio-1-phosphopentane degradation reaction
rxn08430,F6PP,D-fructose 6-phosphate phosphatase
rxn08441,RXN-9626.c,myristoyl-CoA hydrolase
rxn08443,FACOAE161,fatty-acid-CoA thioesterase (hexadecenoate)
rxn08445,FACOAE181,fatty-acid-CoA thioesterase (octadecenoate)
rxn08528,FRD3,fumarate reductase
rxn08571,GAL1PPpp,D-galactose 1-phosphatase
rxn08583,GALT1,galactosyltransferase I (LPS core synthesis)
rxn08619,GLCTR2,glucosyltransferase II (LPS core synthesis)
rxn08620,GLCTR3,glucosyltransferase III (LPS core synthesis)
